,vol20d,hyig_diff_bps,FGI,ig_level_pct,dxy_ma_gap20,vix_ma_gap20,hy_vol_20d_bps,fgi_hyig_inter,yc_slope_sq,vix_yc_inter,dxy_vix_inter
2022-08-11,0.08054311283938338,-0.268509885164917,0.12491984332521072,-0.08835270473839145,-0.07921182171807126,0.051698471877620736,-0.13030046875215875,-0.21977431352228222,-0.025186313108585868,0.002329763488195414,-0.0895293279082402
2022-08-12,0.07529997156601957,-0.2686042926926682,0.12934763392811857,-0.09288077143317482,-0.08528817707956675,0.04944161729205854,-0.13650584228587964,-0.22356967682034626,-0.020200527745977744,0.002053134681216814,-0.09572030283816046
2022-08-15,0.07027968875707552,-0.26916020933759116,0.13645179501400415,-0.09786207774337487,-0.09359522531155556,0.04163488670442863,-0.14283580193662132,-0.229935954160539,-0.014823587991853142,0.0,-0.10369862448516357
2022-08-16,0.06559265939389712,-0.2702336795396347,0.14468193889370837,-0.10296524597152497,-0.09802797953448637,0.03504569693272572,-0.14973605848899355,-0.2377668130273573,-0.009331695820381274,-0.002054981025727718,-0.10835840683953707
2022-08-17,0.0597936370058661,-0.2704923063130408,0.15170734122403265,-0.1082472108220353,-0.10347188857334821,0.029452256146012115,-0.1569865042747485,-0.2447319533995599,-0.003556871071787297,-0.003889927344966014,-0.11369682278252978
2022-08-18,0.05421418137002527,-0.27104694585116856,0.15908432781151338,-0.11359836754174286,-0.10981846995466656,0.024299074111488246,-0.16481155438601874,-0.2522770448125561,0.002280013115398643,-0.005616042851734478,-0.11927119901405557
2022-08-19,0.060664278845843654,-0.2656525470549463,0.15952916340133935,-0.11059457341089143,-0.10103299235829323,0.021630068259425466,-0.1602519904657578,-0.25205462731657846,-0.0018907422203974606,-0.013623074244306407,-0.11126418145786722
2022-08-22,0.06744800205316989,-0.25958878189343,0.16019638602770583,-0.10759030936307293,-0.09069059468154994,0.022074902568102593,-0.15535879991718501,-0.25172100107261214,-0.006951282192275092,-0.021852518979796016,-0.1019226609756475
2022-08-23,0.07545501960935824,-0.2526929617253468,0.16075243040822546,-0.104419283474436,-0.07912490265594457,0.025744785614688917,-0.14957593835978086,-0.25038649609674674,-0.011789367805857985,-0.030304383826943587,-0.09124663756739636
2022-08-24,0.08279478570253088,-0.24668691294027295,0.16108605703653722,-0.10113711604036535,-0.0698945907508941,0.026745662809212464,-0.14401549455458454,-0.24816232113697104,-0.017795261907364756,-0.03975712740599021,-0.08279478570253088
2022-08-25,0.08824400598382574,-0.2406809635184125,0.16208693692147258,-0.09807741230977123,-0.06133153030885936,0.027301705695058874,-0.13845505074938821,-0.24604935492518415,-0.023411931911970354,-0.04920987098503683,-0.07534381103218897
2022-08-26,0.09380443484228987,-0.2345635707840996,0.16419990556744718,-0.09507339437184603,-0.052546052712486024,0.026412037077704616,-0.13300581582029583,-0.24471484994931872,-0.0273046049891128,-0.058885032060061016,-0.0673367934760006
2022-08-29,0.10081057520395467,-0.2275565620339827,0.1706500203814749,-0.09173500492364448,-0.04420540942478983,0.026412037077704616,-0.12844625190003486,-0.24482605869730753,-0.031809048985616824,-0.06967228061497305,-0.05899615018830441
2022-08-30,0.10803913271995805,-0.21954807403851603,0.1736526600362809,-0.08728236921892664,-0.0360871832914322,0.02796895715807457,-0.12333064359925426,-0.24249067498954305,-0.03653598130178302,-0.07979227668195238,-0.05154517551796248
2022-08-31,0.11458594749637165,-0.2216924235797049,0.17071240394054069,-0.08972889991327833,-0.03667639444597735,0.01922732193683055,-0.11308585352181,-0.2402863230017477,-0.038903352059012214,-0.07624256132247868,-0.05279177988436134
2022-09-01,0.1239095877288607,-0.22312652701346847,0.16745334434136333,-0.0926229358629152,-0.03648973515816292,0.012052165189225802,-0.10319347057587167,-0.2402105737779305,-0.04060399377809167,-0.07347944256837043,-0.05326279454593339
2022-09-02,0.13334266381871676,-0.2240736626957373,0.16376432791023432,-0.09568704891095166,-0.0413018076107932,0.004330028217260577,-0.09320688358009607,-0.24003936885325222,-0.04058454695538153,-0.071390062059501,-0.05751165683438408
2022-09-05,0.14277584881309385,-0.22470174231614906,0.16486132415908472,-0.09864384207316575,-0.0471110360055642,-0.004272732358572961,-0.08234742680985584,-0.24121553366543683,-0.039735195598814436,-0.07063891749622754,-0.06231530439840824
2022-09-06,0.14832485187617564,-0.21798664739783505,0.17412821761751873,-0.0925927028849302,-0.04344869398393023,-0.006603313645067302,-0.0792399767415594,-0.24188141505581762,-0.04672772900835627,-0.08179244648955633,-0.05931884274434409
2022-09-07,0.15376287487799575,-0.21049413742983902,0.182340765803431,-0.08654179777542974,-0.038343611165895006,-0.007935074380206925,-0.07591056595409891,-0.24165945459235735,-0.05521864524024118,-0.09211361002215976,-0.054102779865047225
2022-09-08,0.15820207732846117,-0.20139250139014278,0.18911056903776413,-0.07954662023059599,-0.03579106975687739,-0.008378994625253466,-0.07324703732413053,-0.23799710694526308,-0.0627106222326357,-0.10088105001222075,-0.05132827833350634
2022-09-09,0.1626412797789266,-0.19251313993619018,0.19443762732051803,-0.07243987776130927,-0.031795787551458524,-0.007491154135160385,-0.07047252833458013,-0.23433475929816883,-0.07070244454481064,-0.10953750974924299,-0.0471110360055642
2022-09-12,0.16708048222939198,-0.18474362279646236,0.19887684255614632,-0.06489062522219018,-0.033682448592906325,-0.00615939340002076,-0.06636625503004555,-0.23289201628567713,-0.07758407565581242,-0.11897083125753646,-0.047665936311872374
